doc,claim,true_label,predicted_label,probability
"{'question': 'how to make panko crumbs', 'passages': 'passage 1:1 Preheat an oven to 300 degrees F (150 degrees C). 2  Push torn pieces of bread through the shredding disk of a food processor to make coarse crumbs. 3  Spread the crumbs on a baking sheet. 4  Bake in preheated oven until crumbs are dry but not toasted, 6 to 8 minutes. Bake in preheated oven until crumbs are dry but not toasted, 6 to 8 minutes. 2  Shake the sheet twice during baking in order to evenly dry crumbs. 3  Remove from the oven and cool completely.\n\npassage 2:Directions. 1  Push chunks of white bread through the shredding disk of a food processor to make coarse crumbs. 2  Spread the crumbs on a baking sheet and bake at 300 F degrees until the crumbs are dry but not toasted, about 6 to 8 minutes. 3  Shake the sheet twice during baking. Spread the crumbs on a baking sheet and bake at 300 F degrees until the crumbs are dry but not toasted, about 6 to 8 minutes. 2  Shake the sheet twice during baking. 3  Be careful not to let the crumbs brown!\n\npassage 3:Preheat the oven to 300 degrees F. Place all of the ingredients into a blender carafe, cover and pulse until coarse crumbs form, about 2 minutes. Spread the crumbs evenly on 2 half sheet pans and bake until the crumbs just begin to brown and are crisp, about 5 minutes.Cool the crumbs on the pans for 15 to 20 minutes, and then transfer to an airtight container and store at room temperature for up to 2 weeks. Recipe courtesy of Alton Brown, 2011.pread the crumbs evenly on 2 half sheet pans and bake until the crumbs just begin to brown and are crisp, about 5 minutes. Cool the crumbs on the pans for 15 to 20 minutes, and then transfer to an airtight container and store at room temperature for up to 2 weeks. Recipe courtesy of Alton Brown, 2011.\n\n'}","Then, spread the crumbs on a baking sheet and bake at 300°F until the crumbs are dry but not toasted, about 6 to 8 minutes.",1,1,0.7613483667373657
"{'name': 'Lure Fish House', 'address': '3815 State St, Ste G131', 'city': 'Santa Barbara', 'state': 'CA', 'categories': 'Breakfast & Brunch, Food, Beer, Wine & Spirits, Bars, Seafood, Restaurants, Wine Bars, Cocktail Bars, American (New), Nightlife', 'hours': {'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}, 'attributes': {'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'RestaurantsReservations': True, 'OutdoorSeating': True, 'WiFi': 'no', 'RestaurantsTakeOut': True, 'RestaurantsGoodForGroups': True, 'Music': False, 'Ambience': {'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}}, 'business_stars': 4.5, 'review_info': [{'review_stars': 5.0, 'review_date': '2022-01-13 18:50:44', 'review_text': 'Wonderful and amazing dining experience.   The server, Brandon, was exceptionally helpful and friendly.   You could taste how fresh their fish was and their fried calamari was awesome.   Highly recommend.'}, {'review_stars': 5.0, 'review_date': '2022-01-13 03:27:44', 'review_text': 'Love it every time. Oysters on the half shell yum!. Good drinks as well. Need try them for take out'}, {'review_stars': 5.0, 'review_date': '2022-01-12 01:45:15', 'review_text': 'I just really like their regular coffee and the people are nice. What else do i need?'}]}","Reviewers praise the quality of the fish, friendly servers, and good drinks.",1,1,0.8371513485908508
"{'question': 'how is a caldera different from a crater', 'passages': 'passage 1:Caldera. A large depression made because of volcanic activity is called a caldera. It is the result of a large cavity created underground when a chamber of magma and lava gets emptied. This cavity creates pressure and the over ground rocks collapse to create a large depression.This large depression is called a caldera.rater. A volcanic crater is a bowl like structure at the top of a volcano around the opening that is used for eruption of magma and lava. This is a depression that is the result of sinking in of the rocks because of high pressure. Mostly it has the opening through which lava and ash flows upwards.\n\npassage 2:A great example is Crater Lake located in Oregon. This is actually a caldera. Photo courtesy of Wikicommons. Photographer: unknown. The main difference between craters and calderas is how they are formed. Craters are caused by impacts from meteorites, and can range in size from very small to several hundred km across.According to the US Geological Survey, a caldera is a large (at least one km across), circular depression formed at the top of a volcano when the magma chamber collapses.hotographer: unknown. The main difference between craters and calderas is how they are formed. Craters are caused by impacts from meteorites, and can range in size from very small to several hundred km across.\n\npassage 3:Crater. A volcanic crater is a bowl like structure at the top of a volcano around the opening that is used for eruption of magma and lava. This is a depression that is the result of sinking in of the rocks because of high pressure. Mostly it has the opening through which lava and ash flows upwards.rater. A volcanic crater is a bowl like structure at the top of a volcano around the opening that is used for eruption of magma and lava. This is a depression that is the result of sinking in of the rocks because of high pressure. Mostly it has the opening through which lava and ash flows upwards.\n\n'}","Based on the given passages, a caldera is different from a crater in terms of its formation mechanism.",1,1,0.7997651696205139
"[1] During thundersnows, the snow dampens the thunder so it sounds like a muffled timpani drum rather than the loud cracking and booming of a summer thunderstorm. Bolts of lightning slice through the sky, creating an eerie look.

[2] Cold winter air typically doesn’t contain a lot of moisture and so isn’t conducive to thunderstorms.
Air instability is also important to thunderstorm formation. It commonly occurs when warm air near the surface of the Earth rises due to convection–in the classic case, on a sunny summer day when the ground gets hot and warms up the air immediately above it. As the hot air rises, cooler air descends to replace it. If conditions are right, strong updrafts can form that quickly move the warm, humid surface air up to the higher reaches of the troposphere, where the water vapor in the air cools and condenses to fall as rain (or ice, if it’s cold enough). These updrafts are a hallmark of thunderstorms–the strong upward motion of the air encourages the interactions between water droplets and ice crystals that can lead to lightning. In winter, cold surface air temperatures and reduced sunlight mean there’s less surface heating, less convection, and thus fewer opportunities for thunderstorms.

[3] > Doesn't lightning only occur in high humidity as well? In the winter, there is barely any humidity in the air, so there's no lightning. Right?We usually have thundersnow at least a couple of times each winter. Maine is in a kind of unique place, though, in which we can get arctic highs spilling in from Canada and colliding with warmer, wetter air coming up the Eastern seaboard and off the Gulf of Maine.

[4] The most common ""cold"" thunderstorms are known as elevated thunderstorms. These storms can occur when it is cold at the surface, but there is a warm layer higher up in the atmosphere that provides the energy to the storms.
Elavated thunderstorms occur a lot on the north side of a warm front, where warm air is surging in above our heads, but the warm air at the surface hasn't quite made it into the area yet.
Ever wonder why these elevated storms seem to have long, drawn-out thunder compared to thunderstorms that occur when it's warm at the surface? With cold air at the surface and warm air above it, the warm air will act as a kind of ceiling, or insulator, to things like sound waves. The sound waves from thunder will hit the bottom of the warm air layer and will bounce back to the ground, which causes the sound of thunder to last much longer.",Air instability is also important to thunderstorm formation.,1,1,0.9888803958892822
"🤷‍♀️ ¼ Cream: I like to use part cream to make for a creamy iced matcha latte. Starbucks doesn’t use cream in their iced matcha tea latte, so feel free to substitute more milk if you like. Ice Cubes: Aim for around ¾ – 1 cup of ice cubes. I like my mini ice cube trays (made in the USA and available on Amazon! ).","To make an iced matcha latte, you will need matcha powder.",0,0,0.037442877888679504
"Kano, Nigeria (CNN)An explosion late Thursday outside a bus station in the northeast Nigerian city of Gombe ‎killed at least five people and injured more than a dozen others, witnesses said. The explosion outside the Bauchi Motor Park‎ happened around 8:30 p.m. after a woman left her explosives-laden handbag near a bus filling up with passengers. The bus was heading to the central Nigerian city of Jos, 125 kilometers away. ""There has been an explosion just outside the motor park and five people have been killed while more than 12 others have been seriously injured,"" said Adamu Saidu, an employee at the bus station. ""Some of the injured have had their limbs blown off‎ and one of them has had his eye gouged out,"" said Saidu, who was involved in the evacuation of the victims to a hospital. The woman pretended to be going to Jos and lingered around the bus, which was ‎waiting to fill up with passengers, according to Falalu Tasiu, a grocer near the bus station. ""The woman kept talking on the phone and dropped her bag beside the bus, pretending to be waiting for the bus to fill up,"" Tasiu said. ""She moved towards shops overlooking the bus station as if she was going to buy something and disappeared. Moments later the bag exploded and set the bus on fire, killing five people and inujuring around 15 others,"" Tasiu said. Although no one has claimed responsibility for the attack, Boko Haram Islamists have repeatedly carried out suicide and bombing attacks on bus stations and markets in Gombe and other northern cities, making the group the main suspect. Boko Haram has in recent months been under sustained pressure from sweeping offensives from a four-nation regional alliance of Nigeria, Chad, Niger and Cameroon. The regional offensives have considerably weakened Boko Haram's capabilities, which has prompted the Islamists to resort to attacks on soft targets such as bus stations, markets and schools. The explosion was the first attack since Nigeria held its presidential election at the weekend, which was won by opposition candidate Muhammadu Buhari, who vowed to crush Boko Haram when he assumes office in late May.
","A woman pretended to be waiting for a bus, then left her explosives-laden handbag behind and disappeared.",1,1,0.9762064218521118
"38 and home. The Kentucky Wildcats' bid for perfection ended Saturday night at the hands of the Wisconsin Badgers, who rallied for a tough 71-64 victory in the NCAA men's basketball Final Four at Indianapolis. They will meet four-time national champ Duke in Monday night's title game. The Blue Devils dominated Michigan State 81-61 in the first contest of the night. National player of the year finalist Frank Kaminsky led Wisconsin with 20 points and 11 rebounds. Junior forward Sam Dekker added 16 points. ""These guys just gutted it out.,"" Wisconsin Head Coach Bo Ryan said. ""We just kept battling on every possession."" Freshman Karl-Anthony Towns led Kentucky with 16 points. Sophomore Andrew Harrison chipped in 13 points while Aaron Harrison had 12 points. Kentucky came into the game as the first men's team to have a 38-0 record. But the Badgers fought back from a 60-56 deficit with 6:39 left in the game. Wisconsin went on an 8-0 run to regain a lead it never relinquished. It will be looking to win its first title since 1941. As the final minutes ticked off, the Wildcats failed to score. They were stuck on 60 for five minutes. The Harrison twins, who shot well in the first half, couldn't get much done offensively. ""I didn't execute. I mean, we didn't execute as a team, but me being the point guard, I didn't do what coach told me to on a couple of occasions,"" Andrew Harrison said at the postgame news conference. His coach sternly interjected. ""He did fine. He did fine,"" John Calipari said. Meanwhile, Dekker stepped up, making a layup, a three-pointer and a free throw as the Badgers scooted ahead. Calipari said the Badgers did a good job defending the Kentucky big men. ""They crowded us a little bit, and (our) guys got a little tentative,"" he said. Calipari looked at the stat sheet: Kentucky had only six turnovers, hit 90% of its free throws, made 48% of its field goals, and lost. He said his team struggled to guard Wisconsin's players, and the rebound battle -- which Wisconsin won by 12 -- was crucial. Kamisky, who turned 22 on Saturday, was asked how the Badgers outrebounded a team that is the tallest in basketball. ""We stayed into them, attacking them, trying to do whatever we can,"" he said. ""Just trying to keep them off the glass was one of our main priorities."" Freshman Justise Winslow led Duke with 19 points while national freshman of the year Jahlil Okafor had 18 points, 10 of which came in the first half. Senior guard Quinn Cook had 17. ""The defense was terrific,"" Duke Head Coach Mike Krzyzewski said. ""We drove the ball with such strength. I actually think our offense gave our defense a push."" Junior guard Denzel Valentine sparked the Spartans with three early three-pointers and finished with 22 points and a game-high 11 rebounds. Senior guard Travis Trice had 16 points. The Spartans, of the Big Ten, began the game in a higher gear than Duke, and quickly took an eight-point lead. But after Valentine hit his trio of long-range shots and Michigan State led 14-6, the Spartans struggled to get baskets the rest of the first half. ""They did a good job of denying us and forcing us out (farther from the basket). We took some bad shots,"" Valentine said. Duke occasionally used a 2-3 zone defense that protected some of its players with foul concerns and slowed the Spartans down. But it was when Duke played man-to-man that the Spartans really had a hard time scoring. State made five of its first seven shots, then only made three more in the final 16 minutes of the opening half. The Blue Devils, of the Atlantic Coast Conference, found baskets inside as the 6-foot-11, 270-pound Okafor powered for points around the basket. Winslow used his quickness to score seven points in the first half, but he only played 12 minutes because he committed two fouls. Duke led at halftime 36-25, a turnaround of 19 points from its early deficit. ""Coach always stresses that great defense leads to great offense,"" Cook said. The confidence gained in getting defensive stops led to the desire for Duke players to drive the lane instead of shooting three-pointers. ""We saw seams that we could take advantage of,"" Cook said. In the second half, Duke increased its lead to 20 points, then cruised home. The Spartans were never able to cut the deficit to single digits and Duke sank its free throws in the final minutes. ""We got beat and ...  Duke played awfully well, but I thought it wasn't one of our better games,"" Michigan State head coach Tom Izzo said. The Blue Devils apparently like playing in Final Fours in Indianapolis, home of the NCAA. It won titles there in 1991 and 2010. The other two crowns came in 1992 and 2001, each in Minneapolis. Duke has beaten Wisconsin this season, 80-70 in Wisconsin in December. If Duke wins Monday night, it would tie Indiana and North Carolina for third-most NCAA championships with five.
",Justise Winslow led Duke with 19 points while Jahlil Okafor had 18 points.,1,0,0.007098209112882614
"Boston (CNN)When the bomb went off, Steve Woolfenden thought he was still standing. That was because, as he lay on the ground, he was still holding the handles of his son's stroller. He pulled back the stroller's cover and saw that his son, Leo, 3, was conscious but bleeding from the left side of his head. Woolfenden checked Leo for other injuries and thought, ""Let's get out of here."" That was before he noticed his Achilles tendon, which resembled transparent tape covered in blood, and his left tibia protruding from his boot. The boot was next to his left stump, he testified before a federal jury Thursday, the third day in which survivors and family members of those killed in the Boston Marathon bombing shared their stories -- often gruesome and heartbreaking -- in the sentencing phase for Dzhokhar Tsarnaev. The prosecution rested Thursday afternoon after attempting to convince jurors that Tsarnaev was cold-hearted and remorseless. The defense, led by famed death penalty opponent Judy Clarke, is expected to try to soften that portrayal by calling witnesses to explain Tsarnaev's difficult upbringing. Clarke will begin those efforts Monday. A group of Tsarnaev's relatives arrived at Boston's Logan International Airport on Thursday, CNN affiliate WHDH reported, but it's not clear if they plan to testify. The jury must decide whether the 21-year-old, who has been found guilty of perpetrating the attack with his now-deceased brother, will die for his crimes or spend his life in prison. Woolfenden, a biomedical researcher for the Novartis Institutes, recalled using his belt as a tourniquet on his leg and trying to comfort Leo. The boy cried, ""Mommy! Daddy! Mommy! Daddy! Mommy! Daddy! Mommy! Daddy!"" he testified. Amid the stench of ""burning hair, blood, sulfur,"" a good Samaritan emerged. He gave Woolfenden another tourniquet and rushed Leo to safety. ""I was completely terrified because I didn't know if I was ever going to see my son again. There was blood all over the sidewalk, all around me,"" he said. Dr. David King, a trauma surgeon at Massachusetts General Hospital, spent 14 years in the U.S. Army as a combat surgeon and served in Iraq and Afghanistan, as well as in Haiti after the devastating 2010 earthquake. He has treated and operated on hundreds of troops injured by improvised explosive devices, he testified, and what he saw in Boston that day wasn't much different from the carnage he witnessed in war zones. ""I arrived just as the first wave of casualties had shown up,"" he said. ""I looked across the patients and I knew immediately, without anyone having to tell me, exactly what the wounding mechanism was."" Heather Abbott had no such experience, so when one of the two bombs exploded, sending her through the doors of a restaurant and into a ""puddle of chaos and blood and glass,"" her instinct was to run. But she couldn't. Her foot felt like it was on fire, she testified. Two women helped her as she overheard someone saying a Hail Mary. She called for her husband. He picked her up and carried her out of the restaurant. ""I saw blood pouring out of my foot,"" she said. She finally got to a hospital, and after three attempts to save her foot, which was missing its entire heel, a doctor told her she had a decision: She could keep her leg and risk a life of excruciating pain or have it amputated below the knee. She chose the latter. ""It was probably the hardest decision I've had to make,"" she testified. Another marathon attendee rendered an amputee by the Tsarnaev brothers' attack, Marc Fucarile, recounted the two bombs going off. ""I stepped back, and the next thing I remember was looking up at the sky,"" he testified, adding that he remembered ""a lot of yelling, a lot of screaming, people crying out for tourniquets."" A nurse was sitting on his chest, and someone said, ""Oh, s***, he's on fire!"" He tried to undo his belt and got a third-degree burn because the buckle was so hot. A firefighter would later tell Fucarile that he handed his own right leg to the firefighter. He doesn't remember that. In addition to treating him for severe burns over much of his body, doctors had to cut off a bone and stretch muscle over the stub so that a prosthetic would fit. He still gets blisters. ""So where the prosthetic attaches on your butt, it rubs and breaks down and creates open wounds,"" he said. And though his left leg survived, it was severely burned, his calf muscle was blown off and his heel was shattered, he said. He hopes to save the left leg, he testified, but it's likely that it will have to be amputated above the knee. He takes more than 70 pills -- 24 pills in morning, 22 in afternoon, 26 at night -- to cope with his injuries, he said. One of the most dramatic points in Thursday's testimony involved the death of young Martin Richard. The prosecution showed close-up video of the 8-year-old, who was only 3½ feet from one of the bombs, according to the FBI's re-creation of the crime scene. His parents, Bill and Denise, are opposed to Tsarnaev receiving the death penalty and did not participate in the penalty phase, though Bill Richard did testify during the guilt phase. Dr. King told the court that Martin was especially vulnerable to the blast because he was so small and close to the ground, meaning the shrapnel more easily reached his head and torso. It's highly unlikely the boy died instantly, King said. Explaining that Martin died of rapid blood loss, King testified, ""Receptors are generally not responsive to cutting. If you happen to be awake and someone cuts your bowel or liver, it generally does not hurt. What hurts is the stretching and twisting. ... Intestines were pulled and twisted; that would have caused visceral type pain."" Woolfenden, the biomedical researcher, recalled seeing Martin and his mother shortly after the good Samaritan took Woolfenden's son, Leo, to safety. ""I saw Martin's face, and I could see a boy that looked like he was fatally injured,"" he said,. Martin's hair was singed, his eyes had rolled back into his head and his mouth was agape. As for Martin's torso, ""I saw an immense amount of blood. I was really, really terrified,"" Woolfenden said. He recalled Denise Richard pleading with her son, saying, ""please"" and ""Martin"" over and over. Woolfenden placed his hand on Denise Richard's back, he said. She turned to ask Woolfenden if he was OK. He said he was, and she turned her attention back to Martin. But no response came. According to testimony, Martin's aorta was nearly severed and he was eviscerated by shrapnel from the blast. He bled to death on the sidewalk, and the last thing he probably felt was excruciating pain from the force of the blast twisting his internal organs. CNN's Patrick Cornell contributed to this report.
","His parents, who are opposed to the death penalty, did not participate in this phase of the trial.",1,0,0.021638287231326103
"{'question': 'how to cook a small prime rib roast in oven', 'passages': ""passage 1:Directions. Allow roast to stand at room temperature for at least 1 hour. Preheat the oven to 375 degree F. Rub roast with House Seasoning; place roast on a rack in the pan with the rib side down and the fatty side up.Roast for 1 hour.Turn off oven.irections. Allow roast to stand at room temperature for at least 1 hour. Preheat the oven to 375 degree F. Rub roast with House Seasoning; place roast on a rack in the pan with the rib side down and the fatty side up.\n\npassage 2:1 Set oven to 450°F and allow the oven to preheat for a minimum of 15 minutes. 2  Season the roast with only a small amount of salt but lots of fresh ground black pepper pepper (that's all nothing else but a little salt and fresh ground black pepper, using any other spices will take away the flavor from the prime rib!). Set oven to 450°F and allow the oven to preheat for a minimum of 15 minutes. 2  Season the roast with only a small amount of salt but lots of fresh ground black pepper pepper (that's all nothing else but a little salt and fresh ground black pepper, using any other spices will take away the flavor from the prime rib!).\n\npassage 3:1 While the roast is resting prepare the au jus; place the roasting pan on top of the stove over high heat. 2  Add in the wine; cook for 8-10 minutes, stirring and scraping any brown bits. 3  Add in the beef stock; cook and reduce the juice by half (this might take about 20 minutes). 4  Add salt and pepper to taste. Set oven to 450°F and allow the oven to preheat for a minimum of 15 minutes. 2  Season the roast with only a small amount of salt but lots of fresh ground black pepper pepper (that's all nothing else but a little salt and fresh ground black pepper, using any other spices will take away the flavor from the prime rib!).\n\n""}",Add the beef stock and cook until the juice is reduced by half (about 20 minutes).,1,1,0.9344743490219116
"I’ll illustrate that below with two simple examples to give you a sense of what “low utilization” means.

If you have a somewhat low utilization application, it’s not even close: Lambda is dramatically cheaper.

But these numbers can be a little hard to wrap your head around… just how does this pricing compare to EC2 costs? Who is the winner of the AWS Lambda vs EC2 Cost Comparison? Of course, the answer is all about utilization.

A typical AWS serverless stack has several cost components: Lambda , API Gateway, DynamoDB , and often S3 & CloudFront . In this post we’ll focus on Lambda and reviewing if the AWS Lambda cost is expensive.

There are many compelling reasons to consider a Serverless / Lambda-based architecture for your next project: scalability, fault-tolerance, low maintenance cost, high flexibility. But one of the most often-cited is cost.

Low Utilization Pricing Comparison: Lambda Cost vs. EC2 Cost

Lightweight and low-traffic website

10,000 hits/day

perhaps 200 ms of execution time per hit at 256MB

→ 432,000 requests per month and 2160 GB-sec of compute per month

→ about $0.31/mo

… less than 1/10th the cost of even a t2.nano, the smallest EC2 instance!

Periodic Scheduled Job

A scheduled job that runs every hour with 1GB RAM for 2 minutes

→ 86,400 GB-sec of compute per month and 720 requests per month

→ $1.44/mo

… still less than 1/3rd of a t2.nano!

(And a t2.nano only gives you 0.5GB of RAM, so this type of job wouldn’t even be possible on it.)

Bigger Workloads - Lambda Breakeven Analysis

The story is less obvious for bigger workloads. One approach here is to look at the break-even utilization rate:

How much compute would your EC2 instance have to do to be cheaper than Lambda for that same workload?

For comparison, we’ll use a typical workhorse instance, the m4.large instance type. It has 2 vCPU and 8 GB RAM and costs $0.12/hr or approx $86/month in the N. Virginia region.

Lambda Breakeven Analysis for an m4.large Instance

Function Execution Memory & Time Requests per Hour Required for Lambda Cost to Equal EC2 Cost Requests per Second 100 ms @ 128 MB 295,000 81.9 200 ms @ 512 MB 64,000 17.8 200 ms @ 1 GB 34,000 9.4 1 sec @ 1 GB 7,100 2.0

So what does this mean? If a typical transaction in your application takes 100 milliseconds to run and uses 128 MB of RAM, your m4.large instance (with 2 vCPU and 8 GB RAM) would need to be running 82 requests per second, every second of every day, before it is more cost effective than running the same workload on Lambda. Could a single m4.large even handle 82 requests per second? Well of course that depends greatly on the workload, but typically that would be quite a lot.

On the other end of the spectrum, if your typical transaction is long-running (1 second execution time) and needs a full 1 GB of RAM for each transaction, then it would take 2 requests per second, every second of every day, on an m4.large with two vCPUs and 8 GB of RAM total, before EC2 is more cost effective. Again, whether or not that is reasonable depends greatly on your individual workload, but it gives you a sense of how heavily loaded your EC2 instance would need to be before it is more cost effective than Lambda.

This is a simple analysis with a lot of caveats (storage costs for EC2 are ignored, reservation savings are ignored), but it is meant to illustrate the general point… it takes a LOT of compute volume, more than one would typically run on an instance with 2 vCPUs and 8 GB of RAM, before Lambda costs are similar to EC2 costs.

And of course, we’re completely ignoring total cost of ownership here. There is no autoscaling or clustering or load balancing to build & manage, no containers to create and ship, no security patching. So even if the Lambda pricing is more expensive than EC2, in some cases, there is still a strong case for using it.

Summary

Keep these two points in mind:

For most periodic or very light workloads, Lambda is dramatically less expensive than even the smallest EC2 instances.

Focus on the memory and execution time that a typical transaction in your app will need to relate a given instance size to the break-even Lambda cost.

So now get out there and create some Lambda functions! And hit us up on Twitter if you’ve got any good ideas on how to analyze Lambda pricing.

And while you’re here, check out AWS Data Ingestion Cost Comparison: Kinesis, AWS IOT, & S3.","Generally speaking, AWS Lambda can be more cost-effective than EC2 if your application has unpredictable or intermittent traffic patterns, or if you need to scale up and down quickly.",1,0,0.04058060795068741
